0,849.41,432.01,801.65,318.47,99.508,44.011,35.734,76.403,28.566,160.4,204.37,72.675,183.97,28.168,26.606,63.003,20.062,80.856,27.391,19.592,25.156,292.29,24.133,79.346,126.16,24.107,18.713,20.852,77.926,23.146,46.293,15.123,22.384,64.593,11.174,97.87,62.093,41.069,20.656,85.022,24.731,11.637,19.16,38.8,20.953,10.884,50.002,13.048,11.623,18.359,17.651,21.174,15.674,10.798,9.9679,16.603,32.556,59.832,11.784,7.0289,6.3327,12.595,7.3822,13.826,8.2192,10.573,9.4633,8.6422,9.7274,13.702,13.441,7.8053,7.6573,4.9446,5.8626,8.6874,6.4985,16.852,7.4378,9.61,5.022,5.505,9.4772,4.601,18.422,7.542,5.8985,5.8273,7.2915,4.9189,3.5673,6.1309,6.6172,6.2719,9.8392,2.9902,5.5165,4.2204,3.7678,4.2856,3.3833,3.3376,6.7788,2.8363,5.4725,6.6085,2.997,4.9462,3.4938,1.6431,2.0904,1.4117,2.5783,2.7119,3.1604,4.1634,1.5443,1.3836,0.991,1.2915,0.88379,1.4084,1.3996,0.62765,1.0315,0.75645,0.38142,1.0014,0.39335,7.3217e-26
0,90.182,517.36,105.44,196.86,952.38,68.118,132.48,90.512,99.325,37.888,109.73,80.48,34.853,37.375,182.9,33.333,39.775,88.016,32.664,23.007,646.9,40.225,63.31,178.03,27.608,17.524,56.858,18.049,31.56,145.41,26.713,19.35,20.099,66.87,32.989,97.257,34.584,17.881,459.53,9.7519,34.186,35.088,19.292,12.3,14.048,12.467,10.604,26.799,25.922,13.331,17.741,8.5178,24.952,10.186,8.4856,9.8005,11.677,11.736,8.0147,8.0847,7.7577,13.986,8.1981,11.142,29.476,8.0803,7.5514,30.293,4.6821,27.42,51.356,11.557,5.1342,10.975,11.748,8.856,8.4506,16.578,3.7028,5.299,30.623,8.4857,7.2852,10.129,4.5941,3.6517,6.7022,6.4079,5.3088,5.9968,5.2368,4.38,4.3535,4.531,3.8408,3.3816,3.5653,4.2163,5.6006,3.9828,7.5483,2.8425,7.1173,4.1139,2.6272,3.0077,2.7526,3.9634,2.6805,2.1267,2.1848,1.9763,3.0066,3.4685,1.2285,3.0495,1.3953,1.7617,1.2909,1.0758,2.5273,2.2299,1.0339,0.81717,1.0273,1.7411,0.6623,0.31268,0.44981,5.2199e-25
0,784.91,128.58,70.202,118.97,336.23,268.33,65.992,46.065,88.016,608.68,241.91,378.56,449.45,88.477,47.968,169.12,583.64,217.82,60.475,25.119,1105.4,270.34,17.363,19.34,78.226,26.394,27.479,34.756,21.657,166.1,27.829,22.612,83.595,34.544,366.9,14.445,33.405,31.074,12.326,20.06,23.876,18.096,11.311,28.45,14.749,15.497,33.558,10.186,10.352,14.883,18.727,14.697,9.0187,9.9869,11.893,25.481,29.661,7.7879,12.982,89.543,8.0333,15.165,12.79,11.106,7.4112,13.953,14.001,11.91,139.43,27.381,5.1647,9.5478,8.1345,5.148,49.847,5.5033,5.9461,6.5957,5.7147,3.3355,5.945,19.605,8.3421,5.9018,17.822,5.7935,4.9571,3.5146,4.0483,6.1775,3.9871,4.3845,4.5703,3.671,3.3118,3.4583,3.5623,3.924,5.2794,5.3145,2.8999,2.4896,2.5138,2.8276,6.8732,2.8824,2.8989,2.3916,3.0797,3.5118,2.6648,5.5667,3.1327,2.2519,2.649,1.4631,1.4539,1.2389,1.2303,1.3108,1.0098,1.0882,1.1092,0.60707,0.65985,1.0569,0.5927,0.77037,0.44206,2.1684e-25
0,371.06,882.13,517.26,104.62,311.41,92.875,650.89,45.212,472.6,101.84,125.68,52.883,90.473,24.312,231.73,588.38,30.255,25.66,33.111,19.368,24.335,124.69,25.624,37.27,40.322,33.179,17.341,20.444,22.901,31.422,52.299,47.534,19.137,33.003,13.441,20.454,25.32,14.484,22.284,11.499,14.852,26.96,28.354,15.294,8.2581,9.9399,9.4048,30.929,22.237,40.161,8.2055,13.229,25.702,10.986,11.847,27.745,15.445,9.142,11.134,11.579,13.418,16.923,18.339,16.496,10.862,6.4135,12.234,6.7341,9.5575,11.139,9.8911,7.0848,7.2459,11.377,4.7845,4.9227,9.7746,5.6084,6.0219,7.7664,8.4843,8.5376,4.7237,5.7147,4.6404,4.5862,8.4893,11.589,3.561,15.081,4.1145,5.875,5.2586,3.203,6.8752,4.9448,3.0429,3.8604,3.7247,5.4448,3.6108,6.7055,7.0644,3.0287,2.5655,13.756,2.4205,4.361,2.5,4.1504,3.4613,3.8074,3.1827,2.1607,1.5851,3.4831,1.4869,1.1205,1.8207,1.6261,1.5798,2.3557,1.8868,0.75822,1.3051,1.1126,0.55102,0.69392,0.36689,3.6308e-26
0,1148.6,62.404,79.289,77.31,1162.5,112.97,43.552,1256.7,30.276,100.3,961.27,232.98,87.65,30.031,38.315,65.761,60.476,74.9,162.34,256.46,36.048,148.41,45.763,467.87,34.008,26.809,38.437,44.583,23.648,15.023,184.41,19.677,50.064,13.966,169.12,26.451,11.228,46.796,14.299,20.798,22.79,27.021,27.889,20.104,36.911,29.915,11.882,7.8885,6.4207,13.041,8.1291,25.981,28.285,12.699,18.403,15.568,19.299,12.182,8.2625,10.712,15.936,19.749,10.743,194.1,8.9995,7.8507,7.4371,7.9445,8.5079,19.759,13.119,5.3619,30.991,13.131,8.2943,20.563,7.8466,6.1925,7.1091,7.9947,7.2774,20.787,7.7634,6.4771,4.6359,5.6738,4.5662,4.8109,5.0899,4.9842,3.242,3.4094,3.0496,7.3788,6.7437,7.1073,5.882,2.5214,4.5804,3.276,3.3841,6.6959,3.2468,3.404,2.4919,5.6921,2.937,4.5754,2.8366,1.6546,2.7122,2.2901,2.9783,3.6784,5.8179,2.4467,2.0076,1.9488,1.5187,1.2281,2.6667,0.93902,1.3962,1.4292,1.0113,1.0783,0.80172,0.55469,0.46296,2.3956e-26
0,1175.5,141.29,114.99,43.125,451.88,112.91,36.818,35.799,86.191,25.836,99.245,1279.7,33.786,28.383,48.777,28.447,18.85,47.309,34.497,24.43,17.193,16.641,47.918,34.917,21.523,40.263,16.029,55.368,61.263,20.936,25.124,31.837,77.382,22.707,14.374,24.533,34.02,31.299,11.497,11.74,20.895,10.888,54.958,14.177,12.304,10.927,12.45,17.697,10.779,40.417,10.318,10.355,8.0633,20.473,11.754,8.3091,23.26,12.322,8.2688,14.325,9.1887,6.905,9.3849,5.3645,12.189,23.877,7.6718,13.213,5.4963,8.0448,7.3734,7.4403,22.737,25.335,14.666,4.2111,4.6908,8.0177,9.565,4.2422,7.3637,12.109,7.0617,14.793,5.1429,4.5026,5.2838,6.6974,4.9951,4.3168,7.357,3.7863,5.2346,6.7048,4.1605,5.0992,2.9802,5.285,5.9201,3.7066,4.273,3.0227,4.6784,3.2245,5.3641,3.4879,1.9676,10.09,3.0642,1.8892,2.3061,2.1062,2.7834,2.0241,3.2985,1.618,5.6763,1.0565,1.5563,1.2558,3.9322,1.3143,0.87979,1.3845,0.65864,0.5736,0.65827,0.56619,0.4702,6.5389e-26
0,112.34,1121.9,600.87,136.83,1210.9,50.88,146.97,614.42,120.2,71.154,85.806,39.166,1252.6,728.02,41.294,191.02,29.233,52.019,28.186,29.477,943.3,90.736,32.196,43.552,56.296,146.12,16.555,16.956,16.193,46.163,76.379,27.736,22.76,42.665,185.28,18.694,21.186,19.159,16.593,71.173,11.896,11.12,36.597,18.15,24.959,13.266,10.178,8.2048,51.227,14.953,9.0245,17.872,40.705,11.607,157.51,18.378,10.27,27.602,9.6408,7.4608,38.29,5.6327,13.526,9.2247,20.2,8.4497,11.507,10.13,8.802,7.9646,5.3851,7.528,7.4136,9.0722,13.478,22.32,12.875,8.164,6.0032,6.3583,6.8727,4.0172,11.888,6.8012,9.6861,4.8678,6.5505,11.234,7.7244,14.1,6.7461,6.0773,4.5211,5.7109,4.1561,7.3426,3.1504,6.8777,3.6841,5.8605,2.7962,4.7489,2.653,4.2723,4.7311,3.1943,3.0899,2.2873,6.2655,2.0864,4.401,1.9489,3.0618,2.5635,1.9312,4.9433,1.6874,1.5287,2.3468,1.1643,1.0996,1.6785,1.3949,2.5427,1.0638,0.79867,0.72682,0.99647,0.39361,1.1046e-25
0,689.43,220.99,NaN,186.77,460.75,100.45,28.824,711.84,44.582,37.323,55.086,817.7,32.862,45.874,48.793,34.099,56.63,30.043,17.288,27.79,20.44,38.353,25.689,29.797,90.202,40.011,99.096,83.04,32.061,43.658,40.345,82.489,16.45,38.007,25.293,15.871,49.719,12.777,17.332,11.495,19.615,17.351,11.005,30.606,58.261,62.541,8.5306,210.1,13.004,13.816,12.268,7.323,12.643,12.479,12.559,33.048,9.5425,14.202,22.08,59.846,8.4776,12.365,9.7418,9.4012,14.284,6.7835,6.6695,9.0877,6.6298,30.809,6.7698,14.843,15.731,4.9065,6.6427,15.412,5.0898,8.4511,6.7897,8.5427,6.8771,4.6955,9.1151,5.7571,15.005,5.451,3.5742,8.0267,6.1765,8.6504,4.0114,3.792,4.2724,3.2644,15.445,5.108,3.0429,11.837,6.2627,3.46,7.1338,10.331,3.6102,6.3465,2.5682,2.9336,3.1664,4.2936,4.2916,2.138,2.583,2.6901,8.8728,2.4148,1.7464,4.393,3.0425,1.7881,1.6406,1.9959,3.2483,1.7078,2.5766,0.88853,0.94144,0.99729,0.51417,0.52294,0.3619,6.2403e-26
0,1412.3,1175.5,220.21,674.09,160.34,59.078,840.29,119.3,50.078,99.518,45.753,41.937,35.102,58.771,58.091,254.84,82.237,109.34,551.17,44.78,14.934,660.53,36.275,42.071,34.76,55.454,63.766,27.532,30.642,59.29,36.686,14.881,39.203,21.277,26.147,10.754,10.577,73.689,16.776,154.22,14.044,19.701,13.502,34.101,17.029,11.369,19.078,19.675,26.798,25.414,16.124,20.436,15.47,16.425,18.848,18.72,13.823,13.897,12.019,21.386,10.564,30.655,8.713,22.939,7.7752,13.332,5.8919,9.3723,10.269,10.192,10.809,63.048,9.0039,20.131,4.7343,7.4378,9.0172,8.381,4.0076,7.3989,9.5185,5.9165,13.156,5.368,6.6936,10.173,6.8608,6.6615,8.8318,6.0154,5.6434,15.123,5.7226,4.9102,4.3021,9.5777,3.6391,10.91,4.0788,2.434,4.628,4.009,2.2778,3.591,2.7443,2.4953,4.7122,1.8243,4.8136,2.3792,4.8686,1.6678,3.0074,2.2208,1.1715,2.8446,1.364,1.1206,2.414,1.3688,1.1783,2.3018,1.4689,3.3476,0.93088,1.0253,0.66557,0.46245,0.45737,6.0311e-26
0,690,255.37,1134.9,1346.9,119.08,177.84,96.868,32.009,124.07,123.42,477.77,290.57,68.965,66.42,50.938,26.348,24.65,62.168,26.735,757.44,619.24,78.795,128.67,24.529,16.48,85.885,55.315,47.744,62.203,149.4,47.009,16.672,56.964,13.355,20.567,18.827,21.25,17.717,18.898,24.602,17.818,16.292,22.422,28.295,98.809,15.092,14.218,10.873,10.254,58.274,22.279,12.227,40.499,24.482,14.783,16.815,9.167,8.8433,10.015,11.087,8.3151,8.3584,19.618,4.8582,11.683,6.823,6.0599,15.253,6.4957,9.5593,15.246,7.6873,11.167,24.21,7.8355,4.9185,5.0252,5.131,5.6759,13.394,6.9572,11.075,5.1962,5.6704,21.943,6.0012,6.4746,6.3467,5.9137,8.1269,4.9805,5.908,6.3748,7.0248,7.5938,2.8667,4.3153,4.7231,10.663,2.3103,3.1102,7.8474,13.135,8.0405,4.2212,2.5771,3.6234,5.1826,2.605,3.1507,1.834,1.7573,6.9302,1.7891,1.9261,1.2675,2.154,2.7451,2.2643,0.84188,1.2517,1.0044,1.0584,1.085,1.3988,0.55248,0.72106,0.39068,0.45443,4.3441e-24
